,User_Agent,AcceptLanguage,AcceptEncoding,Page
38,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,ro,gzip,puppy2
39,Mozilla/4.0 (compatible; MSIE 5.01; Windows NT),or,gzip,kitten3
40,Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML: like Gecko) Mobile/10A5376e,kn,gzip,kitten1
41,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:10.0) Gecko/20100101 Firefox/10.0,se,gzip,kitten1
42,Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.10 (KHTML: like Gecko) Chrome/7.0.540.0 Safari/534.10,ko,gzip,puppy2
43,Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.10 (KHTML: like Gecko) Ubuntu/10.10 Chromium/8.0.552.237 Chrome/8.0.552.237 Safari/534.10,et,gzip,kitten3
44,Mozilla/5.0 (X11; U; Linux; C) AppleWebKit/533.3 (KHTML: like Gecko) Tesla QtCarBrowser Safari/533.3,ta,gzip,kitten3
45,Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36,ig,gzip,kitten3
46,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,ar,gzip,kitten2
47,Mozilla/5.0 (IE 11.0; Windows NT 6.3; Trident/7.0; .NET4.0E; .NET4.0C; rv:11.0) like Gecko,lu,gzip,kitten2
48,Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.10 (KHTML: like Gecko) Ubuntu/10.10 Chromium/8.0.552.237 Chrome/8.0.552.237 Safari/534.10,et,gzip,kitten3
49,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14,mt,gzip,puppy3
50,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,ty,gzip,kitten3
51,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,ty,gzip,kitten3
52,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,ty,gzip,kitten3
53,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,ty,gzip,kitten3
54,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,ty,gzip,kitten3
55,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,ty,gzip,kitten3
56,Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/_BuildID_) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36,no,gzip,kitten3
57,Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/_BuildID_) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36,no,gzip,kitten3
58,Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/_BuildID_) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36,no,gzip,kitten3
59,Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586,li,gzip,puppy3
60,Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586,ca,gzip,kitten2
61,Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.2.1,ig,gzip,puppy3
62,Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.10 (KHTML: like Gecko) Ubuntu/10.10 Chromium/8.0.552.237 Chrome/8.0.552.237 Safari/534.10,si,gzip,kitten3
63,Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML: like Gecko) Mobile/10A5376e,hu,gzip,puppy1
64,Mozilla/5.0 (iPod touch; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML: like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4,fj,gzip,kitten1
65,Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML: like Gecko) SamsungBrowser/1.0 TV Safari/538.1,mt,gzip,kitten2
66,Mozilla/5.0 (iPod touch; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML: like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4,fj,gzip,kitten1
67,Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML: like Gecko) Version/5.0.2 Safari/533.18.5,ha,gzip,puppy3
68,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:10.0) Gecko/20100101 Firefox/10.0,se,gzip,puppy2
69,Mozilla/5.0 (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/535.19 (KHTML: like Gecko) Chrome/18.0.1025.166 Mobile Safari/535.19,yo,gzip,kitten2
70,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:10.0) Gecko/20100101 Firefox/10.0,se,gzip,puppy2
71,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:10.0) Gecko/20100101 Firefox/10.0,se,gzip,puppy2
72,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:10.0) Gecko/20100101 Firefox/10.0,se,gzip,puppy2
73,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:10.0) Gecko/20100101 Firefox/10.0,se,gzip,puppy2
74,Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0,qu,gzip,kitten1
75,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14,sl,gzip,kitten3
76,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:10.0) Gecko/20100101 Firefox/10.0,ee,gzip,puppy2
77,Lynx/2.8.5dev.16 libwww-FM/2.14 SSL-MM/1.4.1 OpenSSL/0.9.7a,sv,gzip,kitten3
78,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14,et,gzip,kitten2
79,Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML: like Gecko) GSA/4.2.1.37597 Mobile/11D25,ms,gzip,kitten1
80,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14,sl,gzip,kitten3
81,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14,sl,gzip,kitten3
82,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14,mo,gzip,kitten1
83,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0,lo,gzip,kitten1
84,Mozilla/5.0 (Windows; U; Windows NT 6.1; zh_CN) AppleWebKit/534.7 (KHTML: like Gecko) Chrome/7.0 baidubrowser/1.x Safari/534.7,sq,gzip,puppy1
85,Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML: like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4,yo,gzip,puppy2
86,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14,st,gzip,kitten1
87,ELinks/0.13.GIT (textmode; Linux 2.6.22-2-686 i686; 148x68-3),yo,gzip,puppy2
88,Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36,mr,gzip,kitten3
89,Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36,mr,gzip,kitten3
90,Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36,mr,gzip,kitten3
91,Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML: like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19,ig,gzip,puppy3
92,Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36,mr,gzip,kitten3
93,Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36,mr,gzip,kitten3
94,Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.1.12) Gecko/20080214 Firefox/2.0.0.12,be,gzip,kitten2
95,Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.10 (KHTML: like Gecko) Ubuntu/10.10 Chromium/8.0.552.237 Chrome/8.0.552.237 Safari/534.10,as,gzip,puppy1
96,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,te,gzip,puppy2
97,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,te,gzip,puppy2
98,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,te,gzip,puppy2
99,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,te,gzip,puppy2
100,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,gd,gzip,puppy2
101,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0,nn,gzip,puppy3
102,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML: like Gecko) Ubuntu/11.04 Chromium/15.0.871.0 Chrome/15.0.871.0 Safari/535.2,vi,gzip,kitten1
103,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,te,gzip,puppy2
104,Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML: like Gecko) Version/6.0.0.668 Mobile Safari/534.8,vi,gzip,puppy3
105,Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML: like Gecko) Version/6.0.0.668 Mobile Safari/534.8,vi,gzip,puppy3
106,Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML: like Gecko) GSA/4.2.2.38484 Mobile/12B411 Safari/9537.53,sv,gzip,puppy3
107,Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML: like Gecko) Version/6.0.0.668 Mobile Safari/534.8,vi,gzip,puppy3
108,Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML: like Gecko) Version/6.0.0.668 Mobile Safari/534.8,vi,gzip,puppy3
109,Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.1.12) Gecko/20080214 Firefox/2.0.0.12,ha,gzip,puppy3
110,Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML: like Gecko) Version/6.0.0.668 Mobile Safari/534.8,vi,gzip,puppy3
111,Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML: like Gecko) Version/6.0.0.668 Mobile Safari/534.8,vi,gzip,puppy3
112,Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML: like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19,wo,gzip,kitten1
113,ELinks/0.13.GIT (textmode; Linux 2.6.22-2-686 i686; 148x68-3),dv,gzip,puppy3
114,Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML: like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19,wo,gzip,kitten1
115,Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML: like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19,wo,gzip,kitten1
116,Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; HTC; 0P6B180) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Mobile Safari/537.36 Edge/13.10586,yo,gzip,kitten3
117,Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML: like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19,wo,gzip,kitten1
118,Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML: like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19,wo,gzip,kitten1
119,Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML: like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19,wo,gzip,kitten1
120,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0,wo,gzip,kitten3
121,Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.2.1,ca,gzip,puppy2
122,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko,bo,gzip,kitten2
123,Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20100101 Firefox/10.0,ro,gzip,kitten1
124,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en) AppleWebKit/534.46.0 (KHTML: like Gecko) CriOS/19.0.1084.60 Mobile/9B206 Safari/7534.48.3,gu,gzip,kitten1
125,Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20100101 Firefox/10.0,ro,gzip,kitten1
126,Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML: like Gecko) Version/6.0.0.668 Mobile Safari/534.8,kr,gzip,puppy3
127,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5,tt,gzip,puppy3
128,Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20100101 Firefox/10.0,ro,gzip,kitten1
129,Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20100101 Firefox/10.0,ro,gzip,kitten1
130,Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML: like Gecko) Version/6.0.0.668 Mobile Safari/534.8,tw,gzip,puppy2
131,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,ks,gzip,kitten3
132,Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; HTC; 0P6B180) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Mobile Safari/537.36 Edge/13.10586,dv,gzip,puppy2
133,Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; HTC; 0P6B180) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Mobile Safari/537.36 Edge/13.10586,dv,gzip,puppy2
134,Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; HTC; 0P6B180) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Mobile Safari/537.36 Edge/13.10586,dv,gzip,puppy2
135,Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; HTC; 0P6B180) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Mobile Safari/537.36 Edge/13.10586,dv,gzip,puppy2
136,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,ca,gzip,kitten2
137,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,ca,gzip,kitten2
138,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,ca,gzip,kitten2
139,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML: like Gecko) Version/9.0 Safari/601.1.39,pl,gzip,kitten2
140,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,ca,gzip,kitten2
141,Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; nl) AppleWebKit/534.8  (KHTML: like Gecko) Version/6.0.0.668 Mobile Safari/534.8,mo,gzip,puppy2
142,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,ca,gzip,kitten2
143,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,ca,gzip,kitten2
144,Mozilla/5.0 (Android; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,ar,gzip,puppy1
145,Mozilla/5.0 (Android; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,ar,gzip,puppy1
146,Mozilla/5.0 (Android; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,ar,gzip,puppy1
147,Mozilla/5.0 (Android; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,ar,gzip,puppy1
148,Mozilla/5.0 (Android; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,ar,gzip,puppy1
149,Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML: like Gecko) GSA/4.2.2.38484 Mobile/12B411 Safari/9537.53,sq,gzip,kitten2
150,Mozilla/5.0 (Android; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,ar,gzip,puppy1
151,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/48.0.2564.82 Safari/537.36 Edge/14.14359,ca,gzip,kitten1
152,Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML: like Gecko) Version/4.0 Safari/534.30,af,gzip,kitten3
153,Mozilla/5.0 (Android; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,ar,gzip,puppy1
154,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0),se,gzip,kitten2
155,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0),se,gzip,kitten2
156,Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US) AppleWebKit/533.4 (KHTML: like Gecko) Chrome/5.0.375.86 Safari/533.4,lo,gzip,kitten1
157,Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML: like Gecko) Mobile/10A5376e,ff,gzip,puppy2
158,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0),se,gzip,kitten2
159,Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML: like Gecko) SamsungBrowser/1.0 TV Safari/538.1,da,gzip,kitten1
160,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0),se,gzip,kitten2
161,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0),se,gzip,kitten2
